Volume,Issue,Publication Year,Editor,Caption,Retail information,Photographer,date_column
169,9,1979,"Mirabella, Grace","ON OUR COVER: Kim Alexis and color news at night. Softness, depth...shine: Chanel's New Smudge Eye Liner,","Blouse and jacket, silk/polyester. Skirl, cotton/modal. Sara Frederick's, Palm Beach; Jacobson's; Creed's of Toronto.",John Stember,1979_10_01
169,8,1979,"Mirabella, Grace",ON OUR COVER: Kelly Emberg leads off our New York Collections with the best of this fall's real-color makeup.,"Jimmy Meyer metallic rayon scarf, about $50. Henri Bendel. Pamela Richardson hair comb, about $8. Macy's, Herald Square; Rainbow Art",John Stember,1979_09_01
169,7,1979,"Mirabella, Grace","ON OUR COVER: Kim Alexis and color news for fall. Soft neutrals—Max Factor's Maxi-Soft Earth Brown Eye Pencil,","Jacket, about $390. Cotton sweater, about $90. Wool pants, about $200. Barney’s, NYC; Nan Duskin; Chuck",Patrick Demarchelier,1979_08_01
169,7,1979,"Mirabella, Grace",ON OUR COVER: Esme and the lift of color—color with clarity! Makeup that's vibrant but soft...Cerise Le Stylo,"Joan Vass sweater, about $305. Bloomingdale's; John Wanamaker; Neiman-Marcus.",Patrick Demarchelier,1979_07_01
169,6,1979,"Mirabella, Grace","ON OUR COVER: Kelly Emberg and the news—the highlights—of color. Hair flecked with Gold Tone, Clairol's new","Bojeangles nylon jacket, about $60. Macy's, Herald Square; Sweet Fanny Adams, Philadelphia; Marshall Field; Robinson's, California; Jax,",Patrick Demarchelier,1979_06_01
169,5,1979,"Mirabella, Grace",ON OUR COVER: Michelle Stevens and a quick way to summer beauty with 'Ultima' II color pencils...Kohl-rimmed,"Andre van Pier shirt, about $90. Available with matching pants. Ann Taylor, New York; Melange, Miami; Lina Lee,",Stan Shaffer,1979_05_01
169,4,1979,"Mirabella, Grace",ON OUR COVER: Esme and the kind of makeup coloring to keep your eye on for summer. Real color with a new,"Beauty details: Makeup by Alexandra de Markoff: Sand Beige and Sunset Plum Eye-Defining Shadow, Sunset Plum Contour Blende Rouge,",Stan Shaffer,1979_04_01
169,3,1979,"Mirabella, Grace","ON OUR COVER: Nancy Donahue and the color takeover! In beauty, the clear delight of color—new sheer-color",The secret to makeup with clear color—a light touch as it goes on! The way Vincent Nasso did it: Honest Amber,Stan Shaffer,1979_03_01
169,2,1979,"Mirabella, Grace","BEAUTY ON OUR COVER: Jaclyn Smith, one of TV's ""Charlie's Angels"" (more about her on pages 258-261), and",,Richard Avedon,1979_02_01
169,1,1979,"Mirabella, Grace",BEAUTY ON OUR COVER: Peggy Dillard and makeup that's more than glorious color—Orlane's B-21 Cosmetic,,Albert Watson,1979_01_01
168,12,1978,"Mirabella, Grace",BEAUTY ON OUR COVER: Roseanne Vela and the adornment of red for Christmas: a jewel of a hat in sequins and,,Albert Watson,1978_12_01
168,11,1978,"Mirabella, Grace","BEAUTY ON OUR COVER: Michelle Stevens and the new excitement of red—brighter, deeper, with rich shine!",,Arthur Elgort,1978_11_01
168,10,1978,"Mirabella, Grace",BEAUTY ON OUR COVER: Michele Stevens—and the color that makes the difference now. In dressing! In makeup!,,Arthur Elgort,1978_10_01
168,9,1978,"Mirabella, Grace",BEAUTY ON OUR COVER: Roseanne Vela opens our New York Collections issue with the news of fall makeup:,,Arthur Elgort,1978_09_01
168,8,1978,"Mirabella, Grace","BEAUTY ON OUR COVER: Peggy Dillard and the news of color... in a lipstick, it's orange tints for fall—here,",,Albert Watson,1978_08_01
168,7,1978,"Mirabella, Grace","BEAUTY ON OUR COVER: Farrah Fawcett-Majors, star of the forthcoming film, ""Somebody Killed Her Husband"",",,Patrick Demarchelier,1978_07_01
168,6,1978,"Mirabella, Grace","AMERICAN BEAUTY ON OUR COVER: Roseanne Vela (more about her, (pages 154 and 174) and real red, the",,Richard Avedon,1978_06_01
168,5,1978,"Mirabella, Grace","BEAUTY ON OUR COVER: Patti Hansen in sheer Halston color-the easiest, newest kind of makeup you could wear",,Francesco Scavullo,1978_05_01
168,4,1978,"Mirabella, Grace","BEAUTY ON OUR COVER: Patti Hansen, great example of the fitness vital to beauty—and this issue (24 pages of",,Francesco Scavullo,1978_04_01
168,3,1978,"Mirabella, Grace","BEAUTY ON OUR COVER: Jacqueline Bisset, the super-looking super-actress who's starring in two of the year's","Crêpe de Chine blouse, by Stephen Burrows for Pat Tennant. (Choniman). About $240. Henri Bendel; Neiman-",Richard Avedon,1978_03_01
168,2,1978,"Mirabella, Grace","BEAUTY ON OUR COVER: On Patti Hansen, all the sheer, natural-looking makeup healthy skin needs for day—","Julio jacket, softer, shirtier, longer on slouch—but still a jacket! In pink, about $340; Julio Shop; Saks-Jandel;",Albert Watson,1978_02_01
168,1,1978,"Mirabella, Grace","BEAUTY ON OUR COVER: Roseanne Vela and the super-natural, super-sheer look of a heightened color and the",,Albert Watson,1978_01_01
167,12,1977,"Mirabella, Grace","BEAUTY ON OUR COVER: The soft, blushing colors that make this season's new makeups so appealing. Here, on",,Patrick Demarchelier,1977_12_01
167,11,1977,"Mirabella, Grace",BEAUTY ON OUR COVER: New season! new nightlife! new makeup!—Rene Russo in the perfect P.M./winter,,Patrick Demarchelier,1977_11_01
167,10,1977,"Mirabella, Grace","BEAUTY ON OUR COVER: Roseanne Vela and the key look of the new fall/winter Beauty Collections: the soft,",,Arthur Elgort,1977_10_01
167,8,1977,"Mirabella, Grace",BEAUTY ON OUR COVER: Peggy Dillard in the warm terra-cotta/earth colors that are part of the makeup news,,Albert Watson,1977_08_01
167,7,1977,"Mirabella, Grace","BEAUTY ON OUR COVER: On Patti Hansen, the secret of a modern makeup: a balance of color—lip, eye, and",,Arthur Elgort,1977_07_01
167,6,1977,"Mirabella, Grace",BEAUTY ON OUR COVER: The only kind of makeup worth putting on- especially in the summer—is one that lets,,Albert Watson,1977_06_01
167,5,1977,"Mirabella, Grace",BEAUTY ON OUR COVER: Roseanne Vela and the warm honey colors that are the makeup news for summer,,Arthur Elgort,1977_05_01
167,5,1977,"Mirabella, Grace",BEAUTY ON OUR COVER: Roseanne Vela and the warm honey colors that are the makeup news for summer,,Arthur Elgort,1977_05_01
167,4,1977,"Mirabella, Grace","NEW KIND OF COVER GIRL, NEW KIND OF BEAUTY: Farrah Fawcett-Majors, one of TV's ""Charlie's Angels"", star of",,Richard Avedon,1977_04_01
167,3,1977,"Mirabella, Grace","BEAUTY ON OUR COVER: Patti Hansen—and the clear, soft range of peach-to-orange makeup colors we like for",,Arthur Elgort,1977_03_01
167,2,1977,"Mirabella, Grace","BEAUTY ON OUR COVER: The girl is Patti Hansen, and if you like the look she's wearing, check out Elizabeth",,Albert Watson,1977_02_01
167,1,1977,"Mirabella, Grace","OUR COVER THIS MONTH: The look of beauty 1977—fresh, glowing, easy . . . the way you see it here on model",,Arthur Elgort,1977_01_01
166,12,1976,"Mirabella, Grace","On our cover this month—and sensational at night: the look of makeup in the 70's. Spare, clean lines and",,Arthur Elgort,1976_12_01
166,11,1976,"Mirabella, Grace","On our cover—what to wear with what this season: the delight of a soft, translucent makeup that looks so","Nothing says more faster about the prettiness ahead than this: the thin, soft freshness of white handkerchief",Arthur Elgort,1976_11_01
166,10,1976,"Mirabella, Grace","Terrific-looking—and casual—at night: Jacqueline Bisset (her next two starring roles, ""The Deep"" and ""The Greek",,Chris von Wangenheim,1976_10_01
166,9,1976,"Mirabella, Grace","On the cover of our New York Collections issue...the look of an American woman dressed for day, wearing clothes",If you had a nickel for every woman who is going to want to jump into this Bill Blass suit—our cover suit!—you'd,Francesco Scavullo,1976_09_01
166,7,1976,"Mirabella, Grace","Success '76: the American look at night—the natural softness and flirt of the hair, the jewels, the touches of",Another of the Halston evening beauties (there are three more on pages 72-73)—another sensational turn on the,Arthur Elgort,1976_07_01
166,6,1976,"Mirabella, Grace","It's a breeze!—the look of an American woman '76. Fit, glowing, uncontrived. Wearing the kind of makeup good",The sweater on the cover: Halston's sky-blue cashmere sweatshirt. About $175. Halston Ltd.,Francesco Scavullo,1976_06_01
166,5,1976,"Mirabella, Grace","First look at the easy, pretty summer, on René Russo. The look of hair that's so simple you could use your fingers",,Francesco Scavullo,1976_05_01
166,4,1976,"Mirabella, Grace",Opening Vogue's all-out beauty issue—the look of contemporary beauty...contemporary clothes. The narrow little,"Monet earrings. Lip watch, at Bloomingdale's. Elegant belt, at Saks Fifth Avenue.",Francesco Scavullo,1976_04_01
166,3,1976,"Mirabella, Grace","The new look of accessories at right: spare, simple touches of gold and a beautiful blouse—mottled-rose silk, to",,Francesco Scavullo,1976_03_01
166,2,1976,"Mirabella, Grace",The Spring Collections...the ease of American Style comes through in the look of a sweater set at Calvin Klein—,,Arthur Elgort,1976_02_01
166,1,1976,"Mirabella, Grace",FASHION '76—The new layering—the mingling of pretty tones and textures—from Geoffrey Beene. The unlined,"Earrings, Red Cobra by Frank Giordano, at Henri Bendel. Disc on scarf, Les Bernard. Dan Pollock for Van Allen.",Arthur Elgort,1976_01_01
165,12,1975,"Mirabella, Grace","First peek at the upbeat new colors for warm-weather spots now, summer later—tomato-red lineny Chinese",,Francesco Scavullo,1975_12_01
165,11,1975,"Mirabella, Grace",The pretty leg-showing look of a short dress at night—the look for restaurant/theater/cocktail evenings! Scott,,Francesco Scavullo,1975_11_01
165,10,1975,"Mirabella, Grace",The new appeal of Paris—of Ungaro—at night: his long narrow Chinese-y tunic in raspberry moire edged and tied,Close-up of model Roseanne Vela wearing pink satin scarf.,Irving Penn,1975_10_01
165,9,1975,"Mirabella, Grace","To open this New York Collections issue, a glimpse of Geoffrey Beene's great new sweater- and-skirt (full-length,",,Francesco Scavullo,1975_09_01
165,8,1975,"Mirabella, Grace","The what-to-wear-with-what essential for this fall's colorings - the lift of a strong, beautiful makeup, light but",,Arthur Elgort,1975_08_01
165,7,1975,"Mirabella, Grace","The all-time flattery of blue eye shadow, the new sophistication in the way you wear it: toned with grey—on the",,Francesco Scavullo,1975_07_01
165,6,1975,"Mirabella, Grace",Fashion for the great American summer! The Chinese-y jacket in red thin cotton —the key new jacket-to-own—to,,Francesco Scavullo,1975_06_01
165,5,1975,"Mirabella, Grace","Super fashion! The wide, baring neckline—the neckline to watch!—the loose roll-up sleeve—Geoffrey Beene's cool",,Francesco Scavullo,1975_05_01
165,4,1975,"Mirabella, Grace",Fashion with a beauty message! —Anne Klein & Company's soft gauzy cotton shirt in the prettiest pink—like a,,Francesco Scavullo,1975_04_01
165,3,1975,"Mirabella, Grace","THE FASHION... the news...the dress! The fuller, easy-as-a-smock dress, worn by Margaux Hemingway. To button",,Richard Avedon,1975_03_01
165,2,1975,"Mirabella, Grace","THE FASHION: February revivers—Cher in ""Cher"", her new TV series; and Oscar de la Renta's waist-wrapped",,Richard Avedon,1975_02_01
165,1,1975,"Mirabella, Grace","THE FASHION: Lauren Hutton starts the year pretty in a key new dress-look—the easy kimono, in cream","Earrings by Peter & Peggy for P.C. Designs, at Saks Fifth Avenue. Chains by Les Bernard, at Bonwit Teller.",Francesco Scavullo,1975_01_01
164,6,1974,"Mirabella, Grace",Two of the best-ever things to come in small packages—Halston's sequin-spangled scarf of red silk chiffon. And,,Francesco Scavullo,1974_12_01
164,5,1974,"Mirabella, Grace","Glamorous Cher...glamorous season!...and a ravishing dress: Mary McFadden's bare, fragile strip of apricot silk,",,Richard Avedon,1974_11_01
164,4,1974,"Mirabella, Grace","The dress that turned Paris on its ear!—Saint Laurent's new-look chemise (shown again, pages 169 and 186-",,Francesco Scavullo,1974_10_01
164,3,1974,"Mirabella, Grace",Firecracker start to the year of the coat in the New York Collections—Lauren Hutton in Halston's unlined,,Richard Avedon,1974_09_01
164,2,1974,"Mirabella, Grace","The pulled-together look of sweater-and-pants dressing for fall—Kasper for J.L. Sport's soft blue sweater set,","Scarf by Ferragamo, at Saks Fifth Avenue; Neiman-Marcus.",Francesco Scavullo,1974_08_01
164,1,1974,"Mirabella, Grace","First look at fall—smash restaurant-dressing! Oscar de la Renta's black velvet suit, with a white chiffon blouse","Jules van Rouge earrings-. Bergdorf Goodman. Necklace: Michael Moraux for Dubaux, at Saks Fifth Avenue.",Francesco Scavullo,1974_07_01
163,6,1974,"Mirabella, Grace","It's a scarf summer! To collect in all sizes and wear everywhere—wrapped at the waist, the throat, the head, tied",,Richard Avedon,1974_06_01
163,5,1974,"Mirabella, Grace","The cool, clean look of Cher!—super-star start to our here-comes-summer issue— in Ralph Lauren's bright yellow",,Chris von Wangenheim,1974_05_01
163,4,1974,"Mirabella, Grace",First look at summer—the pretty cotton voile dress in blue-and-white sari print...another print wrapping the head,,Richard Avedon,1974_04_01
163,3,1974,"Mirabella, Grace","In a season when everything wraps, the prettiest way to wrap your throat—a peach chiffon scarf edged in lace,",,Francesco Scavullo,1974_03_01
163,2,1974,"Mirabella, Grace",Anne Klein did two small string-y knit sweaters for spring that we liked so much we put the short-sleeved one on,,Francesco Scavullo,1974_02_01
163,1,1974,"Mirabella, Grace","The coat of the year—a raincoat—Calvin Klein's terrific trench coat in water-repellent natural Honan silk, over a",,Francesco Scavullo,1974_01_01
162,6,1973,"Mirabella, Grace",,,,1973_12_01
162,4,1973,"Mirabella, Grace",The modern fur for a modern girl—Cybill Shepherd in a perfect little white quilted cardigan that turns out to be,,Helmut Newton,1973_11_01
162,4,1973,"Mirabella, Grace",A beautiful look at night anywhere in the world: Lauren Hutton in two-piece coral satin chiffon—off-the-shoulder,,Richard Avedon,1973_10_01
162,3,1973,"Mirabella, Grace",The soft-tie blouse in silk crepe de Chine—a key look in the New York Collections—a part of Oscar de la Renta's,K.J.L. earrings at Bonwit Teller. Necklace by Jules van Rouge for Hattie Carnegie at Lord & Taylor.,Richard Avedon,1973_09_01
162,2,1973,"Mirabella, Grace","Casual with a snap—Lauren Hutton in a this-year kind of sweater-dress . . . loose on top, touching on the hip,","Dress, of wool-and-angora jersey, and belt, about $120. End of August, Bloomingdale's; Jordan Marsh, Boston; Wanamaker's, Phila.;",Richard Avedon,1973_08_01
162,1,1973,"Mirabella, Grace",The soft-tie crepe de Chine blouse—a must for fall—Karen Graham in Saint Laurent's American-beauty checks,,Richard Avedon,1973_07_01
161,6,1973,"Mirabella, Grace","The glamourous American—Lauren Hutton at night in Galanos's plunge of white bugle beads. About $2,400.",,Richard Avedon,1973_06_01
161,5,1973,"Mirabella, Grace","Looking great, feeling fine (see how and why, page 126)—Raquel Welch in Oscar de la Renta's crystal-pleated",,Richard Avedon,1973_05_01
161,4,1973,"Mirabella, Grace","Karen Graham radiating the new beauty confidence—hair shining, skin glowing against the sharp white of a Bill",By Bill Blass. About $445. At Saks Fifth Avenue; Kaufmann’s; Halle’s-Cleveland; Neiman-Marcus…. Earrings and necklace by Michael Danyon.,Kourken Pakchanian,1973_04_01
